original_original,original_city,original_area,original_abbreviation,original_state,lat,lon,formatted,name,housenumber,street,district,suburb,postcode,city,county,county_code,state,state_code,country,country_code,confidence,confidence_street_level,confidence_city_level,attribution,attribution_license,attribution_url
Harraiya_MahuGDPP_D (Uttar Pradesh),Harraiya,MahuGDPP,D,Uttar Pradesh,26.7954637,82.4631697,"Harraiya, UP, India",,,,,,272135,Harraiya,Harraiya,,Uttar Pradesh,UP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tezpur_Mhbhirab_D (Assam),Tezpur,Mhbhirab,D,Assam,26.6229928,92.7976082,"Tezpur, AS, India",,,,,,784001,Tezpur,Tezpur,,Assam,AS,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pasighat_MissonRd_D (Arunachal Pradesh),Pasighat,MissonRd,D,Arunachal Pradesh,28.0589676,95.3324944,"Pasighat, AR, India",,,,,,,Pasighat,Pasighat HQ,,Arunachal Pradesh,AR,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gohpur_Central_D_1 (Assam),Gohpur,Central,D1,Assam,26.8814942,93.6138414,"Gohpur, AS, India",,,,,,784168,Gohpur,Helem,,Assam,AS,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Delhi_Kishangarh_DPC (Delhi),Delhi,Kishangarh,DPC,Delhi,28.516531,77.163354,"Kishangarh access road, Mehrauli, Delhi - 110030, DL, India",,,Kishangarh access road,,Mehrauli,110030,Delhi,South West Delhi,SW,Delhi,DL,India,in,0.9,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Narasnpeta_HudcoDPP_D (Andhra Pradesh),Narasnpeta,HudcoDPP,D,Andhra Pradesh,26.66793,82.98383,"Andhra Khādar, SK, India",,,,,,,Andhra Khādar,Sant Kabir Nagar,SK,Uttar Pradesh,UP,India,in,0.019230769230769232,,0.038461538461538464,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Tekkali_AmvdiDPP_D (Andhra Pradesh),Tekkali,AmvdiDPP,D,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,
Paralakhemundi_Ward14_D (Orissa),Paralakhemundi,Ward14,D,Orissa,18.7802875,84.0895069,"Paralakhemundi, OR, India",,,,,,761200,Paralakhemundi,Paralakhemundi,,Odisha,OR,India,in,0.5,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Balrampur_PBRDDPP_D (Uttar Pradesh),Balrampur,PBRDDPP,D,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Shujalpur_AstrdDPP_D (Madhya Pradesh),Shujalpur,AstrdDPP,D,Madhya Pradesh,23.3897362,76.712074,"Shujalpur, MP, India",,,,,,465331,Shujalpur,Shujalpur Tahsil,,Madhya Pradesh,MP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Palasa_Central_DPP_1 (Andhra Pradesh),Palasa,Central,DPP1,Andhra Pradesh,18.767107,84.423266,"Palasa, SR, India",,,,,,,Palasa,Srikakulam,SR,Andhra Pradesh,AP,India,in,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Khanakul_Ramnagar_D (West Bengal),Khanakul,Ramnagar,D,West Bengal,22.714937,87.84782,"SubCentre, Ramnagar, Khanakul - 712406, WB, India","SubCentre, Ramnagar",,,,,712406,Khanakul,Hooghly,HG,West Bengal,WB,India,in,0.9,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arambag_BalibDPP_D (West Bengal),Arambag,BalibDPP,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Bhopal_Indrapri_DC (Madhya Pradesh),Bhopal,Indrapri,DC,Madhya Pradesh,23.2584857,77.401989,"Bhopal, MP, India",,,,,,462001,Bhopal,Huzur Tahsil,,Madhya Pradesh,MP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vrindavan_MathuraRD_D (Uttar Pradesh),Vrindavan,MathuraRD,D,Uttar Pradesh,27.580859,77.693329,"Vrindavan, MT, India",,,,,,,Vrindavan,Mathura,MT,Uttar Pradesh,UP,India,in,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Dholpur_GtRoad_D (Rajasthan),Dholpur,GtRoad,D,Rajasthan,26.705489,77.890363,"Dholpur, DH, India",,,,,,,Dholpur,Dholpur,DH,Rajasthan,RJ,India,in,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Gondia_RamNgr_D (Maharashtra),Gondia,RamNgr,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
CCU_Lake Avenue_DPC (West Bengal),CCU,Lake Avenue,DPC,West Bengal,23.269974,87.815506,"West Bengal, India",West Bengal,,,,,,,,,West Bengal,WB,India,in,0.25,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Amb_Adrshngr_D (Himachal Pradesh),Amb,Adrshngr,D,Himachal Pradesh,31.6852327,76.1175499,"Amb, HP, India",,,,,,177203,Amb,Amb,,Himachal Pradesh,HP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
DehraGopipur_Central_D_1 (Himachal Pradesh),DehraGopipur,Central,D1,Himachal Pradesh,31.903523,77.270865,"Himachal Pradesh, India",Himachal Pradesh,,,,,,,,,Himachal Pradesh,HP,India,in,0.25,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Dharamshala_GrudwrRd_D (Himachal Pradesh),Dharamshala,GrudwrRd,D,Himachal Pradesh,32.2143039,76.3196717,"Dharamshala, HP, India",,,,,,176200,Dharamshala,Dharamshala,,Himachal Pradesh,HP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Palampur_Cnsrvila_D (Himachal Pradesh),Palampur,Cnsrvila,D,Himachal Pradesh,32.1095492,76.5359534,"Palampur, HP, India",,,,,,176061,Palampur,Palampur,,Himachal Pradesh,HP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mangaldoi_LNBRoad_D (Assam),Mangaldoi,LNBRoad,D,Assam,26.436303,92.0306569,"Mangaldoi, AS, India",,,,,,784125,Mangaldoi,Mangaldoi (Pt),,Assam,AS,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dhekiajuli_Wardno5_D (Assam),Dhekiajuli,Wardno5,D,Assam,26.7063,92.4823,"Dhekiajuli, AS, India",,,,,,784110,Dhekiajuli,Dhekiajuli (Pt),,Assam,AS,India,in,0.25,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chennai_Potheri (Tamil Nadu),Chennai,,Potheri,Tamil Nadu,13.0836939,80.270186,"Chennai, TN, India",,,,,,600001,Chennai,Chennai,,Tamil Nadu,TN,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Daurala_Sardhnrd_D (Uttar Pradesh),Daurala,Sardhnrd,D,Uttar Pradesh,29.1149252,77.7054571,"Daurala, UP, India",,,,,,250221,Daurala,Sardhana,,Uttar Pradesh,UP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kanpur_Central_D_5 (Uttar Pradesh),Kanpur,Central,D5,Uttar Pradesh,26.454660099999998,80.35179975802959,"Kanpur Central, Kanpur Cantonment, Kanpur - 208004, UP, India",Kanpur Central,,,,Kanpur Cantonment,208004,Kanpur,Kanpur Nagar,,Uttar Pradesh,UP,India,in,0.9,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Shillong (Meghalaya),Shillong,,,Meghalaya,25.5760446,91.8825282,"Shillong, ML, India",,,,,,793001,Shillong,Mylliem,,Meghalaya,ML,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jowai_Ldthlabh_D (Meghalaya),Jowai,Ldthlabh,D,Meghalaya,25.4434703,92.1973181,"Jowai, ML, India",,,,,,793150,Jowai,Thadlaskein,,Meghalaya,ML,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hyd_Trimulgherry_Dc (Telangana),Hyd,Trimulgherry,Dc,Telangana,17.47028,78.51667,"Trimulgherry, Secunderabad, RA, India",Trimulgherry,,,,Trimulgherry,,Secunderabad,Rangareddi,RA,Telangana,TG,India,in,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Ambala (Haryana),Ambala,,,Haryana,30.3843674,76.770421,"Ambala, HR, India",,,,,,134002,Ambala,Ambala Cantt,,Haryana,HR,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Cochin_PanditRd_D (Kerala),Cochin,PanditRd,D,Kerala,9.9674277,76.2454436,"Kochi, KL, India",,,,,,682001,Kochi,Kochi,,Kerala,KL,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Erode (Tamil Nadu),Erode,,,Tamil Nadu,11.3306483,77.7276519,"Erode, TN, India",,,,,,638001,Erode,Erode,,Tamil Nadu,TN,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bankura_NapitDPP_D (West Bengal),Bankura,NapitDPP,D,West Bengal,23.235601,87.0660229,"Bankura, WB, India",,,,,,722101,Bankura,Bankura - I,,West Bengal,WB,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Surat_Central_D_12 (Gujarat),Surat,Central,D12,Gujarat,21.169583,72.84339,"Central Road, Surat - 394210, GJ, India",,,Central Road,,,394210,Surat,Surat,SR,Gujarat,GJ,India,in,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Phulpur_Shekhpur_D (Uttar Pradesh),Phulpur,Shekhpur,D,Uttar Pradesh,26.078108,82.87422,"Phulpur, UP, India",,,,,,276304,Phulpur,Phulpur,,Uttar Pradesh,UP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Maharajapuram_Krsnakcl_D (Tamil Nadu),Maharajapuram,Krsnakcl,D,Tamil Nadu,11.93585,79.51515,"Mahārājapuram, VL, India",,,,,,,Mahārājapuram,Villupuram,VL,Tamil Nadu,TN,India,in,0.5,,1,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Jaunpur_Katghara_D (Uttar Pradesh),Jaunpur,Katghara,D,Uttar Pradesh,25.769719,82.610645,"Katghara, UP, India",,,,,,,Katghara,Jaunpur,,Uttar Pradesh,UP,India,in,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Sinnar_Central_D_1 (Maharashtra),Sinnar,Central,D1,Maharashtra,19.8453138,74.0000241,"Sinnar, MH, India",,,,,,422103,Sinnar,Sinnar Taluka,,Maharashtra,MH,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dhone_RmNyrDPP_D (Andhra Pradesh),Dhone,RmNyrDPP,D,Andhra Pradesh,15.3969719,77.8718482,"Dhone, AP, India",,,,,,518222,Dhone,Dhone,,Andhra Pradesh,AP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bengaluru_Bomsndra_L (Karnataka),Bengaluru,Bomsndra,L,Karnataka,12.9767936,77.590082,"Bengaluru, KA, India",,,,,,560001,Bengaluru,Bangalore North,,Karnataka,KA,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jagatsghpr_Markndpr_D (Orissa),Jagatsghpr,Markndpr,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Paradip_Udyabata_D (Orissa),Paradip,Udyabata,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Dharmanagr_Ranakant_D (Tripura),Dharmanagr,Ranakant,D,Tripura,,,,,,,,,,,,,,,,,,,,,,
Mahasamund_RajpurRD_D (Chhattisgarh),Mahasamund,RajpurRD,D,Chhattisgarh,21.1101022,82.0986634,"Mahasamund, CT, India",,,,,,493445,Mahasamund,Mahasamund Tahsil,,Chhattisgarh,CT,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhavnagar_ChtrGIDC_IP (Gujarat),Bhavnagar,ChtrGIDC,IP,Gujarat,21.7718836,72.1416449,"Bhavnagar, GJ, India",,,,,,364001,Bhavnagar,Bhavnagar Taluka,,Gujarat,GJ,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Amreli_Rajula_DC (Gujarat),Amreli,Rajula,DC,Gujarat,21.6009239,71.2168014,"Amreli, GJ, India",,,,,,364600,Amreli,Amreli Taluka,,Gujarat,GJ,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Palitana_STRdDPP_D (Gujarat),Palitana,STRdDPP,D,Gujarat,21.5236104,71.8219597,"Palitana, GJ, India",,,,,,364270,Palitana,Palitana Taluka,,Gujarat,GJ,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jairampur_Mdiclcly_D (Arunachal Pradesh),Jairampur,Mdiclcly,D,Arunachal Pradesh,27.3568967,96.0134152,"Jairampur, AR, India",,,,,,792121,Jairampur,Jairampur ADC,,Arunachal Pradesh,AR,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Badnaur_BhmrdDPP_D (Rajasthan),Badnaur,BhmrdDPP,D,Rajasthan,25.839532,74.281622,"Government Hospital, Badnaur, Badnor - 311302, RJ, India","Government Hospital, Badnaur",,,,,311302,Badnor,Bhilwara,BW,Rajasthan,RJ,India,in,0,,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jalalabad_Muktsar_D (Punjab),Jalalabad,Muktsar,D,Punjab,30.6026105,74.2614031,"ਮੁਕਤਸਰ, Mkt. road, باغ کالونی, Jalalabad - 152024, PB, India",ਮੁਕਤਸਰ,,Mkt. road,باغ کالونی,,152024,Jalalabad,Jalalabad Tahsil,,Punjab,PB,India,in,0.567,0.567,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Fazilka_GndhiChk_D (Punjab),Fazilka,GndhiChk,D,Punjab,30.4032097,74.0310609,"Fazilka, PB, India",,,,,,152123,Fazilka,Fazilka Tahsil,,Punjab,PB,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kabuganj_Jantaclg_D (Assam),Kabuganj,Jantaclg,D,Assam,24.6684781,92.8587091,"Kabuganj, AS, India",,,,,,788115,Kabuganj,Sonai,,Assam,AS,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hajo_Sardala_D (Assam),Hajo,Sardala,D,Assam,26.2491886,91.5265279,"Hajo, AS, India",,,,,,781102,Hajo,Hajo,,Assam,AS,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
AmaDubi_Bulabeda_D (West Bengal),AmaDubi,Bulabeda,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Rawatsar_ShivmDPP_D (Rajasthan),Rawatsar,ShivmDPP,D,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Khurdha_MdhsnDPP_D (Orissa),Khurdha,MdhsnDPP,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Tamluk_Central_DPP_2 (West Bengal),Tamluk,Central,DPP2,West Bengal,22.2896984,87.9255933,"Tamluk, WB, India",,,,,,721600,Tamluk,Tamluk,,West Bengal,WB,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nakhatrana_ClgRDDPP_D (Gujarat),Nakhatrana,ClgRDDPP,D,Gujarat,23.3495267,69.2653851,"Nakhatrana, GJ, India",,,,,,370615,Nakhatrana,Nakhatrana Taluka,,Gujarat,GJ,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Buldhana_Thsil3PL_D (Maharashtra),Buldhana,Thsil3PL,D,Maharashtra,20.53208,76.179911,"Buldhana, MH, India",,,,,,,Buldhana,Buldhana District,,Maharashtra,MH,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Khamgaon_WamanDPP_D (Maharashtra),Khamgaon,WamanDPP,D,Maharashtra,20.7053471,76.5669716,"Khamgaon, MH, India",,,,,,444300,Khamgaon,Khamgaon,,Maharashtra,MH,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chhatarpur_Busstand_D (Madhya Pradesh),Chhatarpur,Busstand,D,Madhya Pradesh,24.9204657,79.5839755,"Chhatarpur, MP, India",,,,,,471001,Chhatarpur,Chhatarpur Nagar Tahsil,,Madhya Pradesh,MP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Airport (Tamil Nadu),Airport,,,Tamil Nadu,60.3187687,24.9681249,"Airport, Vantaa, Uusimaa, Finland",,,,Aviapoliksen suuralue,Airport,01590,Vantaa,,,Uusimaa,,Finland,fi,0.2222222222222222,,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Aizawl_HunthrVg_I (Mizoram),Aizawl,HunthrVg,I,Mizoram,23.7433532,92.7382756,"Aizawl, MZ, India",,,,,,796190,Aizawl,Tlangnuam,,Mizoram,MZ,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Champhai_AwmpiVng_D (Mizoram),Champhai,AwmpiVng,D,Mizoram,23.4787183,93.3198879,"Champhai, MZ, India",,,,,,796321,Champhai,Champhai,,Mizoram,MZ,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Umaria_Central_DPP_3 (Madhya Pradesh),Umaria,Central,DPP3,Madhya Pradesh,23.52609,80.837822,"Umaria, UM, India",,,,,,,Umaria,Umaria,UM,Madhya Pradesh,MP,India,in,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Dehradun (Uttarakhand),Dehradun,,,Uttarakhand,30.3255646,78.0436813,"Dehradun, UT, India",,,,,,248001,Dehradun,Dehradun,,Uttarakhand,UT,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pathankot_DC (Punjab),Pathankot,,DC,Punjab,32.2692452,75.6528858,"Pathankot, PB, India",,,,,,145001,Pathankot,Pathankot Tahsil,,Punjab,PB,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Basta_Central_DPP_1 (Orissa),Basta,Central,DPP1,Orissa,44,21,"Central Serbia, Serbia",Central Serbia,,,,,,,,,,,Serbia,rs,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Shahdol_Sohagpur_D (Madhya Pradesh),Shahdol,Sohagpur,D,Madhya Pradesh,23.3132384,81.35550987067711,"Sohagpur, Shahdol, MP, India",,,,Sohagpur Tahsil,Sohagpur,,Shahdol,,,Madhya Pradesh,MP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sangola_Central_DPP_2 (Maharashtra),Sangola,Central,DPP2,Maharashtra,20.5230605,76.7923522,"Sangola, MH, India",,,,,,,Sangola,Patur,,Maharashtra,MH,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jetpur_DC (Gujarat),Jetpur,,DC,Gujarat,21.7543725,70.6189391,"Jetpur, GJ, India",,,,,,360370,Jetpur,Jetpur Taluka,,Gujarat,GJ,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dhoraji_JmnvadRd_DC (Gujarat),Dhoraji,JmnvadRd,DC,Gujarat,21.734812,70.4491538,"Dhoraji, GJ, India",,,,,,,Dhoraji,Dhoraji Taluka,,Gujarat,GJ,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Barh_Malahi_D (Bihar),Barh,Malahi,D,Bihar,25.4711351,85.7060668,"Barh, BR, India",,,,,,803213,Barh,Barh,,Bihar,BR,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Anandnagar_LohiaDPP_D (Uttar Pradesh),Anandnagar,LohiaDPP,D,Uttar Pradesh,27.099687,83.27739,"Anandnagar, UP, India",,,,,,,Anandnagar,Maharajganj,,Uttar Pradesh,UP,India,in,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Maharajganj_PakriDPP_D (Uttar Pradesh),Maharajganj,PakriDPP,D,Uttar Pradesh,27.08172,83.56846,"Maharajganj, MG, India",,,,,,,Maharajganj,Maharajganj,MG,Uttar Pradesh,UP,India,in,0.5,,1,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Asifabad_PaikjNGR_D (Telangana),Asifabad,PaikjNGR,D,Telangana,19.3593461,79.2960404,"Asifabad, TG, India",,,,,,504293,Asifabad,Asifabad mandal,,Telangana,TG,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rajpalayam_AshkTalk_D (Tamil Nadu),Rajpalayam,AshkTalk,D,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Joda_Central_D_1 (Orissa),Joda,Central,D1,Orissa,22.0362085,85.4340132,"Central Hospital, NH520, Joda - 758038, OR, India",Central Hospital,,NH520,,,758038,Joda,Keonjhar,,Odisha,OR,India,in,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
DalsinghSarai_Wardno13_D (Bihar),DalsinghSarai,Wardno13,D,Bihar,25.6682672,85.8370292,"Dalsinghsarai, BR, India",,,,,,,Dalsinghsarai,Dalsinghsarai,,Bihar,BR,India,in,0.25,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rusera_Wardno4_D (Bihar),Rusera,Wardno4,D,Bihar,25.753832,86.0246736,"Rusera, BR, India",,,,,,848210,Rusera,Rosera,,Bihar,BR,India,in,0.25,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Salur_ward9_D (Andhra Pradesh),Salur,ward9,D,Andhra Pradesh,18.517553,83.2050385,"Salur, AP, India",,,,,,532591,Salur,Salur,,Andhra Pradesh,AP,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Purulia_GariDPP_D (West Bengal),Purulia,GariDPP,D,West Bengal,23.3291882,86.3672378,"Purulia, WB, India",,,,,,723101,Purulia,Purulia - II,,West Bengal,WB,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jhalda_GMukrDPP_D (West Bengal),Jhalda,GMukrDPP,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Nabha_Sahni_D (Punjab),Nabha,Sahni,D,Punjab,31.296747,75.818306,"Sahni, PB, India",,,,,,,Sahni,Kapurthala,,Punjab,PB,India,in,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Manvi_APMCYard_D (Karnataka),Manvi,APMCYard,D,Karnataka,15.9967483,77.0481181,"Manvi, KA, India",,,,,,584123,Manvi,Manvi taluku,,Karnataka,KA,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sindhanur_VasaviNg_D (Karnataka),Sindhanur,VasaviNg,D,Karnataka,15.7692192,76.7549604,"Sindhanur, KA, India",,,,,,584128,Sindhanur,Sindhanuru taluku,,Karnataka,KA,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Uchila_Busstand_D (Karnataka),Uchila,Busstand,D,Karnataka,12.7782844,74.865246,"Uchila, KA, India",,,,,,574156,Uchila,Ullala taluk,,Karnataka,KA,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Machilipatnam_DC (Andhra Pradesh),Machilipatnam,,DC,Andhra Pradesh,16.1817369,81.1348181,"Machilipatnam, AP, India",,,,,,521001,Machilipatnam,Machilipatnam,,Andhra Pradesh,AP,India,in,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sonepur_Sabalpur_D (Bihar),Sonepur,Sabalpur,D,Bihar,25.66865,85.16097,"Sabalpur, Sonepur, SR, India",Sabalpur,,,,Sabalpur,,Sonepur,Saran,SR,Bihar,BR,India,in,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Allahabad_Central_D_3 (Uttar Pradesh),Allahabad,Central,D3,Uttar Pradesh,25.427256,81.91435,"Central Academy, Durjanpur - 211019, UP, India",Central Academy,,,,,211019,Durjanpur,Allahabad,AH,Uttar Pradesh,UP,India,in,0.9,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sillod_ZebaTWR_D (Maharashtra),Sillod,ZebaTWR,D,Maharashtra,20.2997045,75.6524885,"Sillod, MH, India",,,,,,,Sillod,Chhatrapati Sambhajinagar District,,Maharashtra,MH,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bishwanath_ChrliDPP_D (Assam),Bishwanath,ChrliDPP,D,Assam,26.7203673,93.14289738093706,"Bishwanath Chariali, AS, India",,,,,,,Bishwanath Chariali,Biswanath,,Assam,AS,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Phusro_RhmgjDPP_D (Jharkhand),Phusro,RhmgjDPP,D,Jharkhand,23.7601823,85.9755003,"Phusro, JH, India",,,,,,828102,Phusro,Bermo,,Jharkhand,JH,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mirik_WardNo3_D (West Bengal),Mirik,WardNo3,D,West Bengal,26.8881872,88.1888396,"Mirik, WB, India",,,,,,734214,Mirik,Mirik Subdivision,,West Bengal,WB,India,in,0.25,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Darjeeling_Hillcard_DC (West Bengal),Darjeeling,Hillcard,DC,West Bengal,27.0377554,88.263176,"Darjeeling, WB, India",,,,,,734101,Darjeeling,Darjeeling Pulbazar,,West Bengal,WB,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Peikulam_SriVnktpm_D (Tamil Nadu),Peikulam,SriVnktpm,D,Tamil Nadu,8.5169982,77.8570035,"Peikulam, TN, India",,,,,,628613,Peikulam,Sathankulam,,Tamil Nadu,TN,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sikandarpur_Central_D_3 (Uttar Pradesh),Sikandarpur,Central,D3,Uttar Pradesh,25.086121,83.192972,"Sikandarpur, CD, India",,,,,,,Sikandarpur,Chandauli,CD,Uttar Pradesh,UP,India,in,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Hansi_DelRdDPP_D (Haryana),Hansi,DelRdDPP,D,Haryana,29.10532,75.9634101,"Hansi, HR, India",,,,,,125033,Hansi,Hansi,,Haryana,HR,India,in,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
