original_original,original_city,original_area,original_abbreviation,original_state,lat,lon,formatted,district,housenumber,name,suburb,street,county_code,postcode,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
Chandigarh_Mohali (Chandigarh),Chandigarh,,Mohali,Chandigarh,30.7334421,76.7797143,"Chandigarh, CH, India",,,,,,,,Chandigarh,Chandigarh,Chandigarh,CH,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Agra_Central_D_3 (Uttar Pradesh),Agra,Central,D3,Uttar Pradesh,27.185309,78.002444,"Central library, Agra - 282002, UP, India",,,Central library,,,AG,282002,Agra,Agra,Uttar Pradesh,UP,India,in,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nilambur_StteHW28_D (Kerala),Nilambur,StteHW28,D,Kerala,11.2865083,76.2407387,"Nilambur, KL, India",,,,,,,679329,Nilambur,Nilambur,Kerala,KL,India,in,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Baharampur_Chuanpur_I (West Bengal),Baharampur,Chuanpur,I,West Bengal,24.083921250000003,88.26641411800838,"Chuanpur Colony Para, Berhampore, WB, India",,,Chuanpur Colony Para,,,,742101,Berhampore,Berhampore,West Bengal,WB,India,in,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dabhoi_Central_DPP_3 (Gujarat),Dabhoi,Central,DPP3,Gujarat,22.1336175,73.4201004,"Dabhoi, GJ, India",,,,,,,391110,Dabhoi,Dabhoi Taluka,Gujarat,GJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kanigiri_Tiglgndi_D (Andhra Pradesh),Kanigiri,Tiglgndi,D,Andhra Pradesh,15.4064336,79.5066283,"Kanigiri, AP, India",,,,,,,523230,Kanigiri,Kanigiri,Andhra Pradesh,AP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kandukur_LICOffce_D (Andhra Pradesh),Kandukur,LICOffce,D,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,
Warangal_HunterRd_I (Telangana),Warangal,HunterRd,I,Telangana,17.9820644,79.5970954,"Warangal, TG, India",,,,,,,506002,Warangal,Warangal mandal,Telangana,TG,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Khanpur_Nrsampt_D (Telangana),Khanpur,Nrsampt,D,Telangana,19.4975971,78.8105402,"Khanpur, TG, India",,,,,,,504311,Khanpur,Narnoor mandal,Telangana,TG,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mahbubabad_Yellanda_D (Telangana),Mahbubabad,Yellanda,D,Telangana,17.59728,80.00206,"Mahbūbābād, WA, India",,,,,,WA,,Mahbūbābād,Warangal,Telangana,TG,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
RoopNagar_ChotiHvl_DC (Punjab),RoopNagar,ChotiHvl,DC,Punjab,30.9688367,76.526088,"Rupnagar - 140001, PB, India",,,,,,RP,140001,Rupnagar,Rupnagar Tahsil,Punjab,PB,India,in,0,0.7000000000000001,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
AnandprShb_PnjPiara_D (Punjab),AnandprShb,PnjPiara,D,Punjab,,,,,,,,,,,,,,,,,,,,,,
Angamaly_CivilStn_D (Kerala),Angamaly,CivilStn,D,Kerala,10.1910284,76.3874109,"Angamaly, KL, India",,,,,,,683572,Angamaly,Aluva,Kerala,KL,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chalakudy_SurbhiTh_D (Kerala),Chalakudy,SurbhiTh,D,Kerala,10.3041869,76.3371037,"Chalakudy, KL, India",,,,,,,680307,Chalakudy,Chalakkudy,Kerala,KL,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Irinjlkuda_Greens_D (Kerala),Irinjlkuda,Greens,D,Kerala,10.761595,76.669618,"Builtech Greens, Palakkad - 678006, KL, India",,,,,Builtech Greens,PL,678006,Palakkad,Palakkad,Kerala,KL,India,in,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
TalwandiSabo_Wardno3_D (Punjab),TalwandiSabo,Wardno3,D,Punjab,,,,,,,,,,,,,,,,,,,,,,
Jhunir_BhaRDDPP_D (Punjab),Jhunir,BhaRDDPP,D,Punjab,29.8038634,75.3486153,"Jhunir, PB, India",,,,,,,151506,Jhunir,Sardulgarh Tahsil,Punjab,PB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pauri_Khndyusn_D (Uttarakhand),Pauri,Khndyusn,D,Uttarakhand,30.1479882,78.7759518,"Pauri, UT, India",,,,,,,246001,Pauri,Pauri,Uttarakhand,UT,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Masaurhi_Blockrd_D (Bihar),Masaurhi,Blockrd,D,Bihar,25.3508773,85.0341732,"Masaurhi, BR, India",,,,,,,804452,Masaurhi,Masaurhi,Bihar,BR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jehanabad_Madarpur_D (Bihar),Jehanabad,Madarpur,D,Bihar,25.22033,84.98659,"Madarpur, Jehanabad, JH, India",,,Madarpur,Madarpur,,JH,,Jehanabad,Jehanabad,Bihar,BR,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Rajgir_PnditNGR_D (Bihar),Rajgir,PnditNGR,D,Bihar,,,,,,,,,,,,,,,,,,,,,,
Sheohar_Ward9DPP_D (Bihar),Sheohar,Ward9DPP,D,Bihar,26.5139825,85.2929878,"Sheohar, BR, India",,,,,,,,Sheohar,Sheohar,Bihar,BR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
YamunaNagar_DC (Haryana),YamunaNagar,,DC,Haryana,30.1231349,77.286329,"Yamunanagar, HR, India",,,,,,,135001,Yamunanagar,Jagadhri,Haryana,HR,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
PaontSahib_Gurudwar_D (Himachal Pradesh),PaontSahib,Gurudwar,D,Himachal Pradesh,31.903523,77.270865,"Himachal Pradesh, India",,,Himachal Pradesh,,,,,,,Himachal Pradesh,HP,India,in,0.25,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Morgram_Kntgorya_D (West Bengal),Morgram,Kntgorya,D,West Bengal,24.3008909,88.0324155,"Morgram, WB, India",,,,,,,742226,Morgram,Sagardighi,West Bengal,WB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rampurhat_SrifoDPP_D (West Bengal),Rampurhat,SrifoDPP,D,West Bengal,24.1763069,87.7859569,"Rampurhat, WB, India",,,,,,,731224,Rampurhat,Rampurhat - I,West Bengal,WB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ghanpur_Palakrty_D (Telangana),Ghanpur,Palakrty,D,Telangana,16.55643,78.06058,"Ghanpur, MA, India",,,,,,MA,,Ghanpur,Mahbubnagar,Telangana,TG,India,in,0.5,1,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Jangaon_Hanmkond_D (Telangana),Jangaon,Hanmkond,D,Telangana,17.722365,79.161365,"Jangaon, TG, India",,,,,,,,Jangaon,Warangal,Telangana,TG,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Amalapuram_Vijdurg_D (Andhra Pradesh),Amalapuram,Vijdurg,D,Andhra Pradesh,16.577189,82.003154,"Amalapuram, EG, India",,,,,,EG,,Amalapuram,East Godavari,Andhra Pradesh,AP,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Draksharamam_Anaipeta_D (Andhra Pradesh),Draksharamam,Anaipeta,D,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,
Kamareddy_Devenply_I (Telangana),Kamareddy,Devenply,I,Telangana,18.3222091,78.3387118,"Kamareddy, TG, India",,,,,,,503100,Kamareddy,Kamareddy mandal,Telangana,TG,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bodhan_SuryaDPP_D (Telangana),Bodhan,SuryaDPP,D,Telangana,18.6536941,77.8936802,"Nizamabad, Bodhan, TG, India",Nizamabad,,,,,,503185,Bodhan,Bodhan mandal,Telangana,TG,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Banswada_Menagrdn_D (Telangana),Banswada,Menagrdn,D,Telangana,18.3821084,77.8763494,"Banswada, TG, India",,,,,,,,Banswada,Banswada mandal,Telangana,TG,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Yellareddy_JKRoad_D (Telangana),Yellareddy,JKRoad,D,Telangana,18.194654,78.012992,"Yellareddy, TG, India",,,,,,,,Yellareddy,Nizamabad,Telangana,TG,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Medak_Dwaraka_D (Telangana),Medak,Dwaraka,D,Telangana,18.043921,78.26233,"dwaraka, Medak - 502110, TG, India",,,dwaraka,,,ME,502110,Medak,Medak,Telangana,TG,India,in,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chennai_Chnglptu_DC (Tamil Nadu),Chennai,Chnglptu,DC,Tamil Nadu,13.0836939,80.270186,"Chennai, TN, India",,,,,,,600001,Chennai,Chennai,Tamil Nadu,TN,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Malemruvathur_Achipkam_D (Tamil Nadu),Malemruvathur,Achipkam,D,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Dinara_Wardno7_D (Bihar),Dinara,Wardno7,D,Bihar,25.2479461,84.059431,"Dinara, BR, India",,,,,,,802213,Dinara,Dinara,Bihar,BR,India,in,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bikramgang_Dehrird_D (Bihar),Bikramgang,Dehrird,D,Bihar,,,,,,,,,,,,,,,,,,,,,,
Bengaluru_Bagaluru_D (Karnataka),Bengaluru,Bagaluru,D,Karnataka,13.121456,77.610952,"Bagaluru Cross, Kempegowda, Bangalore - 560064, KA, India",Yelahanka,,Bagaluru Cross,Kempegowda,,BN,560064,Bangalore,Bangalore,Karnataka,KA,India,in,0.5670000000000002,0.6300000000000001,0.5670000000000002,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gauribidanur_Gurukrpa_D (Karnataka),Gauribidanur,Gurukrpa,D,Karnataka,,,,,,,,,,,,,,,,,,,,,,
Amritsar_DPC (Punjab),Amritsar,,DPC,Punjab,31.6356659,74.8787496,"Amritsar, PB, India",,,,,,,143001,Amritsar,Amritsar I Tahsil,Punjab,PB,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Janakpuri (Delhi),Janakpuri,,,Delhi,28.6219272,77.0874757,"Janakpuri, West Delhi, India",,,,Janakpuri,,,110058,,West Delhi,Delhi,DL,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Phagwara_Lovely_D (Punjab),Phagwara,Lovely,D,Punjab,31.2206734,75.7696463,"Phagwara, PB, India",,,,,,,144400,Phagwara,Phagwara Tahsil,Punjab,PB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vellore_GndhiNgr_IP (Tamil Nadu),Vellore,GndhiNgr,IP,Tamil Nadu,12.9071753,79.1309695,"Vellore, TN, India",,,,,,,632012,Vellore,Vellore,Tamil Nadu,TN,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arani_KrthiKyn_D (Tamil Nadu),Arani,KrthiKyn,D,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Polur_StationRD_D (Tamil Nadu),Polur,StationRD,D,Tamil Nadu,12.510841,79.125485,"Polur, TV, India",,,,,,TV,,Polur,Tiruvannamalai,Tamil Nadu,TN,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Chetpet_Blmrgnst_D (Tamil Nadu),Chetpet,Blmrgnst,D,Tamil Nadu,12.50897,79.30956,"Chetpet, TV, India",,,,,,TV,,Chetpet,Tiruvannamalai,Tamil Nadu,TN,India,in,0.5,1,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Kusumnchi_SKRoad_D (Telangana),Kusumnchi,SKRoad,D,Telangana,18,79.5,"Telangana, WA, India",,,,,,WA,,Telangana,Warangal,Telangana,TG,India,in,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Gulbarga_Nehrugnj_I (Karnataka),Gulbarga,Nehrugnj,I,Karnataka,,,,,,,,,,,,,,,,,,,,,,
Chittapur_GlbrgaRD_D (Karnataka),Chittapur,GlbrgaRD,D,Karnataka,17.1211,77.087968,"Chitapur, GB, India",,,,,,GB,,Chitapur,Gulbarga,Karnataka,KA,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Khanna_DC (Punjab),Khanna,,DC,Punjab,30.700625,76.2220763,"Khanna, PB, India",,,,,,,141401,Khanna,Khanna Tahsil,Punjab,PB,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ghaziabad_Central_L_8 (Uttar Pradesh),Ghaziabad,Central,L8,Uttar Pradesh,28.66943345,77.47275695448502,"Chiranjeev Vihar Central Park, Ghaziabad, India",,,Chiranjeev Vihar Central Park,,,,,Ghaziabad,Ghaziabad,Uttar Pradesh,UP,India,in,0.7290000000000001,1,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pune_Mundhawa_L (Maharashtra),Pune,Mundhawa,L,Maharashtra,18.53506115,73.92897029666277,"Mundhawa PMC School, Mundhwa Road, Mundhwa, Pune - 411036, MH, India",,,Mundhawa PMC School,Mundhwa,Mundhwa Road,,411036,Pune,Pune District,Maharashtra,MH,India,in,0.7875,1,0.7875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Satara_DC (Maharashtra),Satara,,DC,Maharashtra,20.9727004,79.4026995,"Satara, MH, India",,,,,,,,Satara,Kuhi Taluka,Maharashtra,MH,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Khandala_Satara_D (Maharashtra),Khandala,Satara,D,Maharashtra,18.0583963,74.0148194,"Khandala, MH, India",,,,,,,412802,Khandala,Khandala,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Konch_Central_D_2 (Uttar Pradesh),Konch,Central,D2,Uttar Pradesh,25.9952332,79.1483252,"Konch, UP, India",,,,,,,285205,Konch,Konch,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rath_Mughlpra_D (Uttar Pradesh),Rath,Mughlpra,D,Uttar Pradesh,25.5936555,79.5665356,"Rath, UP, India",,,,,,,210431,Rath,Hamirpur,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Delhi_Shahdara (Delhi),Delhi,,Shahdara,Delhi,28.6138954,77.2090057,"New Delhi, DL, India",,,,,,,,New Delhi,,Delhi,DL,India,in,0.9,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mumbai_MhimWest_C (Maharashtra),Mumbai,MhimWest,C,Maharashtra,19.054999,72.8692035,"Mumbai, MH, India",,,,,,,,Mumbai,,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rewari_YuktiDPP_D (Haryana),Rewari,YuktiDPP,D,Haryana,28.1956468,76.6165179,"Rewari, HR, India",,,,,,,123110,Rewari,Rewari,Haryana,HR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Delhi_Lajpat_IP (Delhi),Delhi,Lajpat,IP,Delhi,28.65742795,77.23582466695026,"Lajpat Rai Market, Old Delhi, - 110006, DL, India",,,Lajpat Rai Market,Old Delhi,,,110006,,Kotwali Tehsil,Delhi,DL,India,in,0.7290000000000001,0.9,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Delhi_Bhogal (Delhi),Delhi,,Bhogal,Delhi,28.6138954,77.2090057,"New Delhi, DL, India",,,,,,,,New Delhi,,Delhi,DL,India,in,0.9,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Naraingarh_Ward2DPP_D (Haryana),Naraingarh,Ward2DPP,D,Haryana,30.44392,77.10545,"Naraingarh, AM, India",,,,,,AM,,Naraingarh,Ambala,Haryana,HR,India,in,0.5,1,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Lalru_OnkarDPP_D (Punjab),Lalru,OnkarDPP,D,Punjab,30.4916173,76.7984247,"Lalru, PB, India",,,,,,,140501,Lalru,Dera Bassi Tahsil,Punjab,PB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hospet (Karnataka),Hospet,,,Karnataka,15.266493,76.3872297,"Hosapete, KA, India",,,,,,,583200,Hosapete,Hosapete taluk,Karnataka,KA,India,in,0.675,0.675,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gangavathi_PhrmPlza_D (Karnataka),Gangavathi,PhrmPlza,D,Karnataka,15.4261076,76.5306714,"Gangavathi, KA, India",,,,,,,583227,Gangavathi,Gangavati taluku,Karnataka,KA,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Koppal_Banikatt_D (Karnataka),Koppal,Banikatt,D,Karnataka,,,,,,,,,,,,,,,,,,,,,,
Mumbai_Kalyan (Maharashtra),Mumbai,,Kalyan,Maharashtra,19.054999,72.8692035,"Mumbai, MH, India",,,,,,,,Mumbai,,Maharashtra,MH,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Motihari_RajaBzr_D (Bihar),Motihari,RajaBzr,D,Bihar,26.6506888,84.9114654,"Motihari, BR, India",,,,,,,,Motihari,Motihari,Bihar,BR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Raxaul_KairiyaT_D (Bihar),Raxaul,KairiyaT,D,Bihar,26.9833256,84.8523069,"Raxaul, BR, India",,,,,,,845305,Raxaul,Raxaul,Bihar,BR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ramagundam_Pdmavati_D (Telangana),Ramagundam,Pdmavati,D,Telangana,18.7615156,79.4787848,"Ramagundam, TG, India",,,,,,,505208,Ramagundam,Ramagundam mandal,Telangana,TG,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pupri_SngihiRD_D (Bihar),Pupri,SngihiRD,D,Bihar,26.470735,85.7017232,"Pupri, BR, India",,,,,,,843320,Pupri,Pupri,Bihar,BR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bardhaman_Bankura_D (West Bengal),Bardhaman,Bankura,D,West Bengal,23.2495714,87.8681751,"Bardhaman, WB, India",,,,,,,,Bardhaman,Burdwan - I,West Bengal,WB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rupnarayanpur_Salanpur_D (West Bengal),Rupnarayanpur,Salanpur,D,West Bengal,23.814885,86.886457,"Rupnarayanpur, Chittaranjan, BR, India",,,Rupnarayanpur,Rupnarayanpur,,BR,,Chittaranjan,Bardhaman,West Bengal,WB,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Murbad_SnkunDPP_D (Maharashtra),Murbad,SnkunDPP,D,Maharashtra,19.257118,73.3907493,"Murbad, MH, India",,,,,,,421401,Murbad,Murbad Taluka,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Asangaon_Shahapur_D (Maharashtra),Asangaon,Shahapur,D,Maharashtra,19.4409122,73.3065183,"Asangaon, Shahapur, MH, India",,,,Asangaon,,,421601,Shahapur,Shahapur Taluka,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bangalore_East_I_20 (Karnataka),Bangalore,East,I20,Karnataka,13.023425,77.550172,"E, HMT Ward, Bangalore - 560022, KA, India",Rajarajeswari Nagar,,E,HMT Ward,,BN,560022,Bangalore,Bangalore,Karnataka,KA,India,in,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mungaoli_AshkngRd_D (Madhya Pradesh),Mungaoli,AshkngRd,D,Madhya Pradesh,24.408182,78.095857,"Mungaoli, AN, India",,,,,,AN,,Mungaoli,Ashoknagar,Madhya Pradesh,MP,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Bina_Srvdycwk_D (Madhya Pradesh),Bina,Srvdycwk,D,Madhya Pradesh,23.3617929,79.0765935,"Bina, MP, India",,,,,,,,Bina,Deori Tahsil,Madhya Pradesh,MP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Khurai_Talaiya_D (Madhya Pradesh),Khurai,Talaiya,D,Madhya Pradesh,24.042342,78.325712,"Talaiya Mandir, Khurai - 470117, MP, India",,,Talaiya Mandir,,,SG,470117,Khurai,Sagar,Madhya Pradesh,MP,India,in,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kankavali_NrdawDPP_D (Maharashtra),Kankavali,NrdawDPP,D,Maharashtra,16.2659486,73.7100588,"Kankavali, MH, India",,,,,,,416602,Kankavali,Kankavli Taluka,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
RaisingNgr_BisnolDPP_D (Rajasthan),RaisingNgr,BisnolDPP,D,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Manjhaul_Purbari_D (Bihar),Manjhaul,Purbari,D,Bihar,25.5634067,86.1287887,"Manjhaul, BR, India",,,,,,,848501,Manjhaul,Cheria Bariarpur,Bihar,BR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jaipur_VarunCly_DC (Rajasthan),Jaipur,VarunCly,DC,Rajasthan,26.9154576,75.8189817,"Jaipur, RJ, India",,,,,,,302001,Jaipur,Jaipur Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bijnor_NaginaRd_D (Uttar Pradesh),Bijnor,NaginaRd,D,Uttar Pradesh,29.3695221,78.1371435,"Bijnor, UP, India",,,,,,,246700,Bijnor,Bijnor,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Najibabad_KotdwrRD_D (Uttar Pradesh),Najibabad,KotdwrRD,D,Uttar Pradesh,29.6131324,78.3430066,"Najibabad, UP, India",,,,,,,246763,Najibabad,Najibabad,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dhampur_NaginaRD_D (Uttar Pradesh),Dhampur,NaginaRD,D,Uttar Pradesh,29.3076322,78.5096181,"Dhampur, UP, India",,,,,,,246761,Dhampur,Dhampur,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kanth_Dayanand_D (Uttar Pradesh),Kanth,Dayanand,D,Uttar Pradesh,29.0594576,78.6290448,"Kanth, UP, India",,,,,,,242225,Kanth,Amroha,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Thakurdwara_Fathuluh_D (Uttar Pradesh),Thakurdwara,Fathuluh,D,Uttar Pradesh,29.1921593,78.8618197,"Thakurdwara, UP, India",,,,,,,244600,Thakurdwara,Thakurdwara,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BiharSarif_Soghra_D (Bihar),BiharSarif,Soghra,D,Bihar,25.208165,85.52346,"Soghra High School, Bihar Sharif - 803101, BR, India",,,,,Soghra High School,NL,803101,Bihar Sharif,Nalanda,Bihar,BR,India,in,0.7363636363636364,0.9090909090909091,0.7363636363636364,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nawada_Central_DPP_2 (Bihar),Nawada,Central,DPP2,Bihar,26.499803,89.309014,"Central School Colony, Purba Kathalbari, WB, India",,,Central School Colony,Central School Colony,,,,Purba Kathalbari,Koch Bihar,West Bengal,WB,India,in,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Jayamkondan_Chithbrm_D (Tamil Nadu),Jayamkondan,Chithbrm,D,Tamil Nadu,10.072396,78.917238,"Jayamkondan, TN, India",,,,,,,,Jayamkondan,Sivaganga,Tamil Nadu,TN,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Srikakulam_Kuslpram_I (Andhra Pradesh),Srikakulam,Kuslpram,I,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,
Tiruchi (Tamil Nadu),Tiruchi,,,Tamil Nadu,10.7539393,78.6674894,"Tiruchi Semicircular Ring Road, Trichy Zone IV, Sattanur - 620021, TN, India",Trichy Corporation Limits,,Tiruchi Semicircular Ring Road,Trichy Zone IV,Tiruchi Semicircular Ring Road,,620021,Sattanur,Srirangam,Tamil Nadu,TN,India,in,0.5714285714285714,0.5714285714285714,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pattukotai_anthniyr_D (Tamil Nadu),Pattukotai,anthniyr,D,Tamil Nadu,13.0261,80.177228,"Pattukotai mess, Ward 154, Chennai - 600089, TN, India",Valasaravakkam,,Pattukotai mess,Ward 154,,CH,600089,Chennai,Chennai,Tamil Nadu,TN,India,in,0,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Peravurani_SH71_D (Tamil Nadu),Peravurani,SH71,D,Tamil Nadu,10.28721,79.2008579,"Peravurani, TN, India",,,,,,,614804,Peravurani,Peravurani,Tamil Nadu,TN,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Aranthangi_HsptlRod_D (Tamil Nadu),Aranthangi,HsptlRod,D,Tamil Nadu,10.1686451,78.9927909,"Aranthangi, TN, India",,,,,,,614616,Aranthangi,Aranthangi taluk,Tamil Nadu,TN,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Karaikudi_Sbrmnprm_D (Tamil Nadu),Karaikudi,Sbrmnprm,D,Tamil Nadu,10.0728444,78.7795194,"Karaikudi, TN, India",,,,,,,623001,Karaikudi,Karaikkudi,Tamil Nadu,TN,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
